0.264045000076	0.00568199157715	0.271466970444	443.504115605	358.609539564	431.994019762	0.95650601387	2.58437585831	
0.267977952957	0.00324892997742	0.273138999939	468.087349602	464.38509775	466.777843745	1.08292603493	2.64106798172	
0.265776872635	0.00125098228455	0.268321990967	386.361568223	417.250257028	414.096365259	0.72114109993	2.29232096672	
0.277428865433	0.00152897834778	0.280349969864	350.434452705	455.801757874	458.746966461	0.903267860413	2.49256515503	
0.269056797028	0.00343298912048	0.273782014847	386.361568223	475.712995075	448.137654945	0.990980148315	2.55484604836	
0.268910884857	0.00495910644531	0.275165081024	432.045933004	498.251807343	431.994019762	0.982224941254	2.55840015411	
0.301145076752	0.00117993354797	0.303597927094	432.045933004	448.394933074	442.933349035	1.01847982407	2.6552529335	
0.270467996597	0.00186014175415	0.273588895798	392.398263409	478.838399689	486.26836249	1.07867503166	2.68870902061	
0.272108078003	0.00341391563416	0.276757955551	449.309452213	461.860891082	482.596300605	1.1330280304	2.72177004814	
0.272835016251	0.00373697280884	0.27782201767	459.521184271	401.510303376	511.928534787	1.0470700264	2.6311249733	
0.276472091675	0.00182390213013	0.279688119888	363.199271788	421.836629423	510.207409081	0.884469032288	2.44075798988	
0.273011207581	0.0015971660614	0.275896072388	389.719676106	489.547560384	416.87310767	0.965255022049	2.56871891022	
0.270587921143	0.00146317481995	0.273350954056	359.186136968	448.394933074	496.632037092	1.01850509644	2.58544683456	
0.273149967194	0.00415802001953	0.278654098511	449.956682303	456.510999523	452.963460615	0.941244125366	2.53865194321	
0.324335813522	0.00249814987183	0.32951593399	386.361568223	444.394141447	462.852392385	0.901991128922	2.67468905449	
0.30010008812	0.00300288200378	0.304338932037	457.562604516	414.890453385	515.285691651	1.01265311241	2.67216777802	
0.295163869858	0.0027449131012	0.300077915192	457.182351675	380.647653595	502.686048102	0.92683506012	2.5975420475	
0.281017065048	0.00221800804138	0.284461975098	432.045933004	467.182885697	498.034996974	1.26641607285	2.88924908638	
0.289920091629	0.0022280216217	0.293419122696	375.495711518	398.448902195	550.680772226	1.06369900703	3.34639215469	
0.394054889679	0.00172114372253	0.397311925888	435.456909573	431.263315842	448.316792487	0.902540922165	2.78453207016	
