0.4800	10.4200	1
1.2800	9.6200	1
2.7240	9.7711	2
4.1680	9.7546	2
5.6120	9.7578	2
7.0560	9.7655	2
8.5000	9.2542	2
9.7400	9.7666	3
10.9800	9.7503	3
12.2200	9.6251	3
12.5566	8.2667	4
12.5336	6.9133	4
13.0580	5.5600	4
14.0600	5.3609	5
14.1769	4.3900	6
14.6361	3.4400	6
16.0600	3.2501	7
17.0700	3.8745	8
18.0800	3.7629	8
18.6400	4.3400	9
18.1862	2.5100	10
18.5880	1.2400	10
17.3600	0.7728	11
16.1600	1.3878	11
16.4638	2.3400	12
15.0867	1.1313	13
13.9933	1.1389	13
12.9000	1.2860	13
12.4552	2.3200	14
11.9608	3.3600	14
12.5003	4.4700	15
11.2400	3.3400	16
10.7833	2.3700	17
10.3622	1.4200	17
9.2400	1.1302	18
8.1000	1.1403	18
6.9600	1.3084	18
6.6441	2.0900	19
6.8895	2.8800	19
6.4433	3.7800	20
5.4200	3.8603	21
4.4000	3.2314	21
3.0000	3.4610	22
2.5059	4.5300	23
2.4133	5.6000	23
3.2371	6.3174	24
3.2965	7.1600	25
2.6800	7.7604	26
2.0600	8.3781	26
4.6700	7.8062	27
6.0400	7.4021	27
6.3262	6.0800	28
7.4300	5.6765	29
8.5200	5.6868	29
8.4814	6.9000	30
8.4811	8.1000	30
10.2056	5.6400	31
10.6447	6.6700	31
10.6690	7.7000	31
9.9200	8.4168	32
11.4000	8.4200	33
10.7093	4.4800	34
5.7700	5.5500	35
5.2200	5.0000	35
7.0200	8.3800	36
3.8800	5.6600	37
4.5400	5.0000	37
1.3800	5.5800	38
0.9158	6.9333	39
0.9204	8.2867	39
0.9487	4.5000	40
0.9150	3.4200	40
0.9276	2.3400	40
1.3673	1.2600	40
2.3933	1.1395	41
3.4867	1.1310	41
4.5800	1.4224	41
4.8438	2.3400	42
5.7700	0.7706	43
0.4629	0.4400	44
2.1000	2.5400	45
7.0400	4.3400	46
7.6800	2.9782	47
8.4800	3.3513	47
8.4913	4.4900	48
9.2800	2.5200	49
11.4000	0.4400	50
12.0800	0.4400	51
19.7267	1.1435	52
20.8933	1.1298	52
22.0600	1.4977	52
22.2954	2.8533	53
22.3066	4.2467	53
21.7736	5.6400	53
22.2700	6.6700	54
22.2883	7.7000	54
21.5400	8.4168	55
23.0400	8.4167	56
20.5600	5.6200	57
20.1021	4.4400	58
20.1003	3.2800	58
20.9000	2.5200	59
19.3200	2.5200	60
20.0967	6.6100	61
19.6272	7.6000	61
20.0425	8.4500	62
20.1174	9.3000	62
18.7200	9.7664	63
17.3400	9.7504	63
15.9600	9.7743	63
14.5800	9.5227	63
13.6800	10.4400	64
14.2909	8.7400	65
14.5868	7.9400	65
15.7600	7.5003	66
15.9935	6.0600	67
15.0200	5.6867	68
16.8600	5.6798	69
17.7200	5.9455	69
18.0048	6.6700	70
18.3216	7.3800	70
17.3000	8.3800	72
18.6400	5.0000	73
16.6200	8.3800	74
13.6800	7.0600	75
21.2500	9.7625	76
22.4000	9.7569	76
23.0400	10.4400	77
23.0365	9.0800	78
23.0400	0.4400	79
13.7226	2.5400	80
13.0000	10.4400	81
9.4000	5.6200	82
