0.4800	10.4200	1
1.2800	9.6200	1
2.7240	9.7711	2
4.1680	9.7546	2
5.6120	9.7578	2
7.0560	9.7655	2
8.5000	9.2542	2
9.6400	9.7637	3
10.7800	9.7549	3
11.4200	10.4400	4
11.4165	9.0800	5
8.4810	8.0867	6
8.4818	6.8733	6
8.4967	5.6600	6
7.3900	5.6794	7
6.3000	6.0969	7
6.0048	7.4000	8
4.6400	7.7984	9
3.2800	7.1362	9
2.6700	7.7700	10
2.0600	8.3800	10
3.2077	6.3000	11
2.4041	5.5603	12
1.3800	5.5800	13
0.9158	6.9333	14
0.9204	8.2867	14
0.9487	4.5000	15
0.9150	3.4200	15
0.9276	2.3400	15
1.3673	1.2600	15
2.3933	1.1395	16
3.4867	1.1310	16
4.5800	1.4224	16
4.8438	2.3400	17
4.4108	3.2800	17
3.0000	3.4586	18
2.5091	4.5200	19
2.1000	2.5400	20
5.4500	3.8744	21
6.4800	3.7487	21
6.8918	2.8400	22
7.6900	2.9820	23
8.4800	3.3520	23
8.4925	4.5000	24
9.4000	5.6200	25
10.2200	5.6200	25
10.6500	6.6700	26
10.6683	7.7000	26
9.9200	8.4168	27
11.4200	8.4167	28
10.6875	4.2200	29
10.6764	2.8200	29
10.3418	1.4200	29
9.2533	1.1299	30
8.1067	1.1411	30
6.9600	1.3099	30
6.6459	2.0800	31
5.7700	0.7710	32
11.4200	0.4400	33
9.2800	2.5200	34
7.0400	4.3400	35
0.4629	0.4400	36
3.8800	5.6600	37
4.5400	5.0000	37
7.0200	8.3800	38
5.7700	5.5500	39
5.2200	5.0000	39
