0.4800	10.4200	1
1.3500	9.5500	1
2.2200	8.6800	1
3.3480	9.2473	2
4.4760	9.4455	2
5.6040	9.4162	2
6.7320	9.0792	2
7.8600	8.4722	2
9.2033	9.2223	3
10.5468	9.6071	3
11.8899	9.7127	3
13.2333	9.6360	3
14.5769	9.3481	3
15.9182	8.5634	3
17.0450	8.6698	4
18.1900	8.6964	4
19.3350	8.4278	4
20.4800	7.8723	4
20.9636	6.6700	5
20.8679	5.5000	5
19.6333	5.2748	6
18.4067	4.3303	6
17.1800	3.6774	6
17.1490	3.3600	7
18.1408	2.4633	8
19.1492	1.4741	8
20.3200	1.4454	9
21.5000	2.0162	9
21.8720	3.1867	10
21.4838	4.3533	10
22.2600	1.2200	11
23.0400	0.4400	11
18.2287	0.6570	12
17.0582	0.4941	12
15.8958	0.6376	12
14.9241	1.4409	12
13.8160	1.4033	13
12.6720	1.3604	13
11.5280	1.5578	13
10.3840	2.0938	13
9.2400	2.8097	13
9.7420	3.8867	14
10.2313	4.8733	14
10.6943	5.8600	14
11.8267	6.3057	15
12.9533	6.3738	15
14.0800	6.0523	15
14.6367	6.9800	16
15.4939	7.8200	16
14.5305	5.4200	17
15.4267	4.8984	18
16.3133	4.2166	18
14.2009	4.6900	19
13.4142	3.9400	19
9.7400	6.5244	20
8.8000	7.4666	20
7.8600	8.1076	20
7.3705	7.2933	22
6.7371	6.5067	22
6.0009	5.7200	22
4.7467	6.2412	23
3.5133	6.2841	23
2.2800	6.2759	23
1.9705	7.5200	24
1.8997	4.9800	25
1.8991	3.6400	25
2.4136	2.3000	25
3.5150	1.8158	26
4.6700	1.7742	26
5.8250	2.2237	26
6.9800	2.7930	26
6.7094	3.7933	27
6.2141	4.7667	27
8.1100	2.4726	28
1.4000	1.3800	29
0.4600	0.4400	29
16.0827	2.3448	30
21.3200	8.7200	31
22.1800	9.5800	31
23.0400	10.4400	31
